"db","group","conc_m3","min_d","max_d","mp","stationid"
"(2e+03,2.2e+03]","bv55c16",0,2000,2200,2100,"st7"
"(2e+03,2.2e+03]","bv55c16",0,2000,2200,2100,"st7"
"(2e+03,2.2e+03]","bv55c16",0,2000,2200,2100,"st7"
"(2e+03,2.2e+03]","bv55c16",0,2000,2200,2100,"st7"
"(3.2e+03,3.4e+03]","bv55c16",0,3200,3400,3300,"st7"
"(3.2e+03,3.4e+03]","bv55c16",0,3200,3400,3300,"st7"
"(3.2e+03,3.4e+03]","bv55c16",0,3200,3400,3300,"st7"
"(3.2e+03,3.4e+03]","bv55c16",0,3200,3400,3300,"st7"
"(3.2e+03,3.4e+03]","bv55c16",0,3200,3400,3300,"st7"
"(3.4e+03,3.6e+03]","bv55c16",0,3400,3600,3500,"st7"
"(3.4e+03,3.6e+03]","bv55c16",0,3400,3600,3500,"st7"
"(3.4e+03,3.6e+03]","bv55c16",0,3400,3600,3500,"st7"
"(3.4e+03,3.6e+03]","bv55c16",0,3400,3600,3500,"st7"
"(3.4e+03,3.6e+03]","bv55c16",0,3400,3600,3500,"st7"
"(3.6e+03,3.8e+03]","bv55c16",0,3600,3800,3700,"st7"
"(3.6e+03,3.8e+03]","bv55c16",0,3600,3800,3700,"st7"
"(3.6e+03,3.8e+03]","bv55c16",0,3600,3800,3700,"st7"
"(3.6e+03,3.8e+03]","bv55c16",0,3600,3800,3700,"st7"
"(3.6e+03,3.8e+03]","bv55c16",0,3600,3800,3700,"st7"
"(3.8e+03,4e+03]","bv55c16",0.222054447750588,3800,4000,3900,"st7"
"(3.8e+03,4e+03]","bv55c16",0,3800,4000,3900,"st7"
"(3.8e+03,4e+03]","bv55c16",0,3800,4000,3900,"st7"
"(3.8e+03,4e+03]","bv55c16",0,3800,4000,3900,"st7"
"(3.8e+03,4e+03]","bv55c16",0,3800,4000,3900,"st7"
"(300,400]","bv55c16",0,300,400,350,"st7"
"(300,400]","bv55c16",0,300,400,350,"st7"
"(300,400]","bv55c16",0,300,400,350,"st7"
"(300,400]","bv55c16",0,300,400,350,"st7"
"(300,400]","bv55c16",0,300,400,350,"st7"
"(3e+03,3.2e+03]","bv55c16",0.450826138899533,3000,3200,3100,"st7"
"(3e+03,3.2e+03]","bv55c16",0,3000,3200,3100,"st7"
"(3e+03,3.2e+03]","bv55c16",0,3000,3200,3100,"st7"
"(3e+03,3.2e+03]","bv55c16",0,3000,3200,3100,"st7"
"(3e+03,3.2e+03]","bv55c16",0,3000,3200,3100,"st7"
"(4.2e+03,4.21e+03]","bv55c16",0,4200,4210,4205,"st7"
"(4.2e+03,4.21e+03]","bv55c16",0,4200,4210,4205,"st7"
"(4.2e+03,4.21e+03]","bv55c16",0,4200,4210,4205,"st7"
"(4.2e+03,4.21e+03]","bv55c16",0,4200,4210,4205,"st7"
"(4.2e+03,4.21e+03]","bv55c16",0,4200,4210,4205,"st7"
"(40,80]","bv55c16",19.3298969072165,40,80,60,"st7"
"(40,80]","bv55c16",3.514526710403,40,80,60,"st7"
"(40,80]","bv55c16",1.17150890346767,40,80,60,"st7"
"(40,80]","bv55c16",0,40,80,60,"st7"
"(40,80]","bv55c16",0,40,80,60,"st7"
"(400,500]","bv55c16",0.411167303975988,400,500,450,"st7"
"(400,500]","bv55c16",0.411167303975988,400,500,450,"st7"
"(400,500]","bv55c16",0.411167303975988,400,500,450,"st7"
"(400,500]","bv55c16",0,400,500,450,"st7"
"(400,500]","bv55c16",0,400,500,450,"st7"
"(4e+03,4.2e+03]","bv55c16",0.1347200517325,4000,4200,4100,"st7"
"(4e+03,4.2e+03]","bv55c16",0,4000,4200,4100,"st7"
"(4e+03,4.2e+03]","bv55c16",0,4000,4200,4100,"st7"
"(4e+03,4.2e+03]","bv55c16",0,4000,4200,4100,"st7"
"(4e+03,4.2e+03]","bv55c16",0,4000,4200,4100,"st7"
"(500,600]","bv55c16",0.431667098333765,500,600,550,"st7"
"(500,600]","bv55c16",0,500,600,550,"st7"
"(500,600]","bv55c16",0,500,600,550,"st7"
"(500,600]","bv55c16",0,500,600,550,"st7"
"(500,600]","bv55c16",0,500,600,550,"st7"
"(600,700]","bv55c16",0.425405198451525,600,700,650,"st7"
"(600,700]","bv55c16",0,600,700,650,"st7"
"(600,700]","bv55c16",0,600,700,650,"st7"
"(600,700]","bv55c16",0,600,700,650,"st7"
"(600,700]","bv55c16",0,600,700,650,"st7"
"(700,800]","bv55c16",0,700,800,750,"st7"
"(700,800]","bv55c16",0,700,800,750,"st7"
"(700,800]","bv55c16",0,700,800,750,"st7"
"(700,800]","bv55c16",0,700,800,750,"st7"
"(700,800]","bv55c16",0,700,800,750,"st7"
"(80,120]","bv55c16",0.579038795599305,80,120,100,"st7"
"(80,120]","bv55c16",0,80,120,100,"st7"
"(80,120]","bv55c16",0,80,120,100,"st7"
"(80,120]","bv55c16",0,80,120,100,"st7"
"(80,120]","bv55c16",0,80,120,100,"st7"
"(800,900]","bv55c16",0,800,900,850,"st7"
"(800,900]","bv55c16",0,800,900,850,"st7"
"(800,900]","bv55c16",0,800,900,850,"st7"
"(800,900]","bv55c16",0,800,900,850,"st7"
"(800,900]","bv55c16",0,800,900,850,"st7"
"(900,1e+03]","bv55c16",1.73822353554667,900,1000,950,"st7"
"(900,1e+03]","bv55c16",0,900,1000,950,"st7"
"(900,1e+03]","bv55c16",0,900,1000,950,"st7"
"(900,1e+03]","bv55c16",0,900,1000,950,"st7"
"(900,1e+03]","bv55c16",0,900,1000,950,"st7"
"(0,40]","bv55c17",41.2654745529574,0,40,20,"st8"
"(0,40]","bv55c17",1.87570338877079,0,40,20,"st8"
"(0,40]","bv55c17",5.00187570338877,0,40,20,"st8"
"(0,40]","bv55c17",0,0,40,20,"st8"
"(0,40]","bv55c17",0,0,40,20,"st8"
"(1.1e+03,1.2e+03]","bv55c17",0.441306266548985,1100,1200,1150,"st8"
"(1.1e+03,1.2e+03]","bv55c17",0.88261253309797,1100,1200,1150,"st8"
"(1.1e+03,1.2e+03]","bv55c17",0,1100,1200,1150,"st8"
"(1.1e+03,1.2e+03]","bv55c17",0,1100,1200,1150,"st8"
"(1.1e+03,1.2e+03]","bv55c17",0,1100,1200,1150,"st8"
"(1.2e+03,1.3e+03]","bv55c17",0,1200,1300,1250,"st8"
"(1.2e+03,1.3e+03]","bv55c17",0,1200,1300,1250,"st8"
"(1.2e+03,1.3e+03]","bv55c17",0,1200,1300,1250,"st8"
"(1.2e+03,1.3e+03]","bv55c17",0,1200,1300,1250,"st8"
"(1.2e+03,1.3e+03]","bv55c17",0,1200,1300,1250,"st8"
"(1.3e+03,1.4e+03]","bv55c17",0.4423800044238,1300,1400,1350,"st8"
"(1.3e+03,1.4e+03]","bv55c17",0,1300,1400,1350,"st8"
"(1.3e+03,1.4e+03]","bv55c17",0,1300,1400,1350,"st8"
"(1.3e+03,1.4e+03]","bv55c17",0,1300,1400,1350,"st8"
"(1.3e+03,1.4e+03]","bv55c17",0,1300,1400,1350,"st8"
"(1.4e+03,1.6e+03]","bv55c17",1.11901884427734,1400,1600,1500,"st8"
"(1.4e+03,1.6e+03]","bv55c17",0,1400,1600,1500,"st8"
"(1.4e+03,1.6e+03]","bv55c17",0,1400,1600,1500,"st8"
"(1.4e+03,1.6e+03]","bv55c17",0,1400,1600,1500,"st8"
"(1.4e+03,1.6e+03]","bv55c17",0,1400,1600,1500,"st8"
"(1.6e+03,1.8e+03]","bv55c17",0.223363859727496,1600,1800,1700,"st8"
"(1.6e+03,1.8e+03]","bv55c17",0.223363859727496,1600,1800,1700,"st8"
"(1.6e+03,1.8e+03]","bv55c17",0,1600,1800,1700,"st8"
"(1.6e+03,1.8e+03]","bv55c17",0,1600,1800,1700,"st8"
"(1.6e+03,1.8e+03]","bv55c17",0,1600,1800,1700,"st8"
"(1.8e+03,2e+03]","bv55c17",0.224577793747754,1800,2000,1900,"st8"
"(1.8e+03,2e+03]","bv55c17",0.449155587495508,1800,2000,1900,"st8"
"(1.8e+03,2e+03]","bv55c17",0,1800,2000,1900,"st8"
"(1.8e+03,2e+03]","bv55c17",0,1800,2000,1900,"st8"
"(1.8e+03,2e+03]","bv55c17",0,1800,2000,1900,"st8"
"(120,160]","bv55c17",0,120,160,140,"st8"
"(120,160]","bv55c17",0,120,160,140,"st8"
"(120,160]","bv55c17",0,120,160,140,"st8"
"(120,160]","bv55c17",0,120,160,140,"st8"
"(120,160]","bv55c17",0,120,160,140,"st8"
"(160,200]","bv55c17",0.652613717940351,160,200,180,"st8"
"(160,200]","bv55c17",0,160,200,180,"st8"
"(160,200]","bv55c17",0,160,200,180,"st8"
"(160,200]","bv55c17",0,160,200,180,"st8"
"(160,200]","bv55c17",0,160,200,180,"st8"
"(1e+03,1.1e+03]","bv55c17",0.446070122223213,1000,1100,1050,"st8"
"(1e+03,1.1e+03]","bv55c17",2.23035061111607,1000,1100,1050,"st8"
"(1e+03,1.1e+03]","bv55c17",0,1000,1100,1050,"st8"
"(1e+03,1.1e+03]","bv55c17",0,1000,1100,1050,"st8"
"(1e+03,1.1e+03]","bv55c17",0,1000,1100,1050,"st8"
"(2.2e+03,2.4e+03]","bv55c17",0.453864657559116,2200,2400,2300,"st8"
"(2.2e+03,2.4e+03]","bv55c17",0,2200,2400,2300,"st8"
"(2.2e+03,2.4e+03]","bv55c17",0,2200,2400,2300,"st8"
"(2.2e+03,2.4e+03]","bv55c17",0,2200,2400,2300,"st8"
"(2.2e+03,2.4e+03]","bv55c17",0,2200,2400,2300,"st8"
"(2.4e+03,2.6e+03]","bv55c17",0.22424541418128,2400,2600,2500,"st8"
"(2.4e+03,2.6e+03]","bv55c17",0,2400,2600,2500,"st8"
"(2.4e+03,2.6e+03]","bv55c17",0,2400,2600,2500,"st8"
"(2.4e+03,2.6e+03]","bv55c17",0,2400,2600,2500,"st8"
"(2.4e+03,2.6e+03]","bv55c17",0,2400,2600,2500,"st8"
"(2.6e+03,2.8e+03]","bv55c17",0.223089793641941,2600,2800,2700,"st8"
"(2.6e+03,2.8e+03]","bv55c17",0,2600,2800,2700,"st8"
"(2.6e+03,2.8e+03]","bv55c17",0,2600,2800,2700,"st8"
"(2.6e+03,2.8e+03]","bv55c17",0,2600,2800,2700,"st8"
"(2.6e+03,2.8e+03]","bv55c17",0,2600,2800,2700,"st8"
"(2.8e+03,3e+03]","bv55c17",0.150039760536542,2800,3000,2900,"st8"
"(2.8e+03,3e+03]","bv55c17",0,2800,3000,2900,"st8"
"(2.8e+03,3e+03]","bv55c17",0,2800,3000,2900,"st8"
"(2.8e+03,3e+03]","bv55c17",0,2800,3000,2900,"st8"
"(2.8e+03,3e+03]","bv55c17",0,2800,3000,2900,"st8"
"(200,300]","bv55c17",0.433106674173849,200,300,250,"st8"
"(200,300]","bv55c17",0,200,300,250,"st8"
"(200,300]","bv55c17",0,200,300,250,"st8"
"(200,300]","bv55c17",0,200,300,250,"st8"
"(200,300]","bv55c17",0,200,300,250,"st8"
"(2e+03,2.2e+03]","bv55c17",0.228357425041675,2000,2200,2100,"st8"
"(2e+03,2.2e+03]","bv55c17",0.228357425041675,2000,2200,2100,"st8"
"(2e+03,2.2e+03]","bv55c17",0,2000,2200,2100,"st8"
"(2e+03,2.2e+03]","bv55c17",0,2000,2200,2100,"st8"
"(2e+03,2.2e+03]","bv55c17",0,2000,2200,2100,"st8"
"(300,400]","bv55c17",0,300,400,350,"st8"
"(300,400]","bv55c17",0,300,400,350,"st8"
"(300,400]","bv55c17",0,300,400,350,"st8"
"(300,400]","bv55c17",0,300,400,350,"st8"
"(300,400]","bv55c17",0,300,400,350,"st8"
"(3e+03,3.02e+03]","bv55c17",0,3000,3020,3010,"st8"
"(3e+03,3.02e+03]","bv55c17",0,3000,3020,3010,"st8"
"(3e+03,3.02e+03]","bv55c17",0,3000,3020,3010,"st8"
"(3e+03,3.02e+03]","bv55c17",0,3000,3020,3010,"st8"
"(3e+03,3.02e+03]","bv55c17",0,3000,3020,3010,"st8"
"(40,80]","bv55c17",11.7226422835707,40,80,60,"st8"
"(40,80]","bv55c17",1.17226422835707,40,80,60,"st8"
"(40,80]","bv55c17",0.586132114178536,40,80,60,"st8"
"(40,80]","bv55c17",1.17226422835707,40,80,60,"st8"
"(40,80]","bv55c17",0,40,80,60,"st8"
"(400,500]","bv55c17",0.441092144148913,400,500,450,"st8"
"(400,500]","bv55c17",0.441092144148913,400,500,450,"st8"
"(400,500]","bv55c17",0,400,500,450,"st8"
"(400,500]","bv55c17",0,400,500,450,"st8"
"(400,500]","bv55c17",0,400,500,450,"st8"
"(500,600]","bv55c17",0.443892045454545,500,600,550,"st8"
"(500,600]","bv55c17",0.443892045454545,500,600,550,"st8"
"(500,600]","bv55c17",0,500,600,550,"st8"
"(500,600]","bv55c17",0,500,600,550,"st8"
"(500,600]","bv55c17",0,500,600,550,"st8"
"(600,700]","bv55c17",1.32135306553911,600,700,650,"st8"
"(600,700]","bv55c17",0,600,700,650,"st8"
"(600,700]","bv55c17",0,600,700,650,"st8"
"(600,700]","bv55c17",0,600,700,650,"st8"
"(600,700]","bv55c17",0,600,700,650,"st8"
"(700,800]","bv55c17",0.447167195814515,700,800,750,"st8"
"(700,800]","bv55c17",0,700,800,750,"st8"
"(700,800]","bv55c17",0,700,800,750,"st8"
"(700,800]","bv55c17",0,700,800,750,"st8"
"(700,800]","bv55c17",0,700,800,750,"st8"
"(80,120]","bv55c17",0,80,120,100,"st8"
"(80,120]","bv55c17",0,80,120,100,"st8"
"(80,120]","bv55c17",0,80,120,100,"st8"
"(80,120]","bv55c17",0,80,120,100,"st8"
"(80,120]","bv55c17",0,80,120,100,"st8"
"(800,900]","bv55c17",0.453638178189076,800,900,850,"st8"
"(800,900]","bv55c17",1.36091453456723,800,900,850,"st8"
"(800,900]","bv55c17",0.453638178189076,800,900,850,"st8"
"(800,900]","bv55c17",0,800,900,850,"st8"
"(800,900]","bv55c17",0,800,900,850,"st8"
"(900,1e+03]","bv55c17",0.4529600942157,900,1000,950,"st8"
"(900,1e+03]","bv55c17",2.2648004710785,900,1000,950,"st8"
"(900,1e+03]","bv55c17",0,900,1000,950,"st8"
"(900,1e+03]","bv55c17",0,900,1000,950,"st8"
"(900,1e+03]","bv55c17",0,900,1000,950,"st8"
"(0,40]","bv55c3",1.15147676895619,0,40,20,"st1"
"(0,40]","bv55c3",0,0,40,20,"st1"
"(0,40]","bv55c3",0,0,40,20,"st1"
"(0,40]","bv55c3",0,0,40,20,"st1"
"(0,40]","bv55c3",0,0,40,20,"st1"
"(1.1e+03,1.2e+03]","bv55c3",0.459368827231384,1100,1200,1150,"st1"
"(1.1e+03,1.2e+03]","bv55c3",0,1100,1200,1150,"st1"
"(1.1e+03,1.2e+03]","bv55c3",0,1100,1200,1150,"st1"
"(1.1e+03,1.2e+03]","bv55c3",0,1100,1200,1150,"st1"
"(1.1e+03,1.2e+03]","bv55c3",0,1100,1200,1150,"st1"
"(120,160]","bv55c3",1.55400155400155,120,160,140,"st1"
"(120,160]","bv55c3",0,120,160,140,"st1"
"(120,160]","bv55c3",0,120,160,140,"st1"
"(120,160]","bv55c3",0.518000518000518,120,160,140,"st1"
"(120,160]","bv55c3",0,120,160,140,"st1"
"(160,200]","bv55c3",0,160,200,180,"st1"
"(160,200]","bv55c3",0,160,200,180,"st1"
"(160,200]","bv55c3",0,160,200,180,"st1"
"(160,200]","bv55c3",0,160,200,180,"st1"
"(160,200]","bv55c3",0,160,200,180,"st1"
"(1e+03,1.1e+03]","bv55c3",0.401719358855903,1000,1100,1050,"st1"
"(1e+03,1.1e+03]","bv55c3",0,1000,1100,1050,"st1"
"(1e+03,1.1e+03]","bv55c3",0,1000,1100,1050,"st1"
"(1e+03,1.1e+03]","bv55c3",0,1000,1100,1050,"st1"
"(1e+03,1.1e+03]","bv55c3",0.803438717711807,1000,1100,1050,"st1"
"(200,300]","bv55c3",0.809880542619964,200,300,250,"st1"
"(200,300]","bv55c3",0.404940271309982,200,300,250,"st1"
"(200,300]","bv55c3",0,200,300,250,"st1"
"(200,300]","bv55c3",0,200,300,250,"st1"
"(200,300]","bv55c3",0,200,300,250,"st1"
"(300,400]","bv55c3",0.395428842579778,300,400,350,"st1"
"(300,400]","bv55c3",0,300,400,350,"st1"
"(300,400]","bv55c3",0,300,400,350,"st1"
"(300,400]","bv55c3",0,300,400,350,"st1"
"(300,400]","bv55c3",0,300,400,350,"st1"
"(40,80]","bv55c3",2.1117094287826,40,80,60,"st1"
"(40,80]","bv55c3",0.52792735719565,40,80,60,"st1"
"(40,80]","bv55c3",0,40,80,60,"st1"
"(40,80]","bv55c3",0,40,80,60,"st1"
"(40,80]","bv55c3",0.52792735719565,40,80,60,"st1"
"(400,500]","bv55c3",0.393035412490665,400,500,450,"st1"
"(400,500]","bv55c3",0,400,500,450,"st1"
"(400,500]","bv55c3",0,400,500,450,"st1"
"(400,500]","bv55c3",0,400,500,450,"st1"
"(400,500]","bv55c3",0,400,500,450,"st1"
"(500,600]","bv55c3",4.44642063139173,500,600,550,"st1"
"(500,600]","bv55c3",0,500,600,550,"st1"
"(500,600]","bv55c3",0,500,600,550,"st1"
"(500,600]","bv55c3",0,500,600,550,"st1"
"(500,600]","bv55c3",0.404220057399248,500,600,550,"st1"
"(600,700]","bv55c3",0,600,700,650,"st1"
"(600,700]","bv55c3",0,600,700,650,"st1"
"(600,700]","bv55c3",0,600,700,650,"st1"
"(600,700]","bv55c3",0.397329942784488,600,700,650,"st1"
"(600,700]","bv55c3",0,600,700,650,"st1"
"(700,800]","bv55c3",0.397503676909011,700,800,750,"st1"
"(700,800]","bv55c3",0.397503676909011,700,800,750,"st1"
"(700,800]","bv55c3",0.397503676909011,700,800,750,"st1"
"(700,800]","bv55c3",0,700,800,750,"st1"
"(700,800]","bv55c3",0,700,800,750,"st1"
"(80,120]","bv55c3",1.00120144173008,80,120,100,"st1"
"(80,120]","bv55c3",1.50180216259511,80,120,100,"st1"
"(80,120]","bv55c3",0.500600720865038,80,120,100,"st1"
"(80,120]","bv55c3",7.00841009211053,80,120,100,"st1"
"(80,120]","bv55c3",4.0048057669203,80,120,100,"st1"
"(800,900]","bv55c3",0,800,900,850,"st1"
"(800,900]","bv55c3",0,800,900,850,"st1"
"(800,900]","bv55c3",0,800,900,850,"st1"
"(800,900]","bv55c3",0,800,900,850,"st1"
"(800,900]","bv55c3",0,800,900,850,"st1"
"(900,1e+03]","bv55c3",0,900,1000,950,"st1"
"(900,1e+03]","bv55c3",0,900,1000,950,"st1"
"(900,1e+03]","bv55c3",0,900,1000,950,"st1"
"(900,1e+03]","bv55c3",0,900,1000,950,"st1"
"(900,1e+03]","bv55c3",0,900,1000,950,"st1"
"(0,40]","bv55c4",2.55123735011481,0,40,20,"st2"
"(0,40]","bv55c4",0,0,40,20,"st2"
"(0,40]","bv55c4",0,0,40,20,"st2"
"(0,40]","bv55c4",0,0,40,20,"st2"
"(120,160]","bv55c4",4.78049557804159,120,160,140,"st2"
"(120,160]","bv55c4",0,120,160,140,"st2"
"(120,160]","bv55c4",0,120,160,140,"st2"
"(120,160]","bv55c4",0,120,160,140,"st2"
"(160,200]","bv55c4",0,160,200,180,"st2"
"(160,200]","bv55c4",0,160,200,180,"st2"
"(160,200]","bv55c4",0,160,200,180,"st2"
"(160,200]","bv55c4",0,160,200,180,"st2"
"(1e+03,1.1e+03]","bv55c4",0,1000,1100,1050,"st2"
"(1e+03,1.1e+03]","bv55c4",0,1000,1100,1050,"st2"
"(1e+03,1.1e+03]","bv55c4",0,1000,1100,1050,"st2"
"(1e+03,1.1e+03]","bv55c4",0,1000,1100,1050,"st2"
"(200,300]","bv55c4",0,200,300,250,"st2"
"(200,300]","bv55c4",0,200,300,250,"st2"
"(200,300]","bv55c4",0,200,300,250,"st2"
"(200,300]","bv55c4",0,200,300,250,"st2"
"(300,400]","bv55c4",0,300,400,350,"st2"
"(300,400]","bv55c4",0.523669878508588,300,400,350,"st2"
"(300,400]","bv55c4",0,300,400,350,"st2"
"(300,400]","bv55c4",0,300,400,350,"st2"
"(40,80]","bv55c4",0,40,80,60,"st2"
"(40,80]","bv55c4",1.88217579521927,40,80,60,"st2"
"(40,80]","bv55c4",0,40,80,60,"st2"
"(40,80]","bv55c4",0,40,80,60,"st2"
"(400,500]","bv55c4",0,400,500,450,"st2"
"(400,500]","bv55c4",0,400,500,450,"st2"
"(400,500]","bv55c4",0,400,500,450,"st2"
"(400,500]","bv55c4",0,400,500,450,"st2"
"(500,600]","bv55c4",0,500,600,550,"st2"
"(500,600]","bv55c4",0,500,600,550,"st2"
"(500,600]","bv55c4",0,500,600,550,"st2"
"(500,600]","bv55c4",0,500,600,550,"st2"
"(600,700]","bv55c4",0,600,700,650,"st2"
"(600,700]","bv55c4",0.807721820604984,600,700,650,"st2"
"(600,700]","bv55c4",0,600,700,650,"st2"
"(600,700]","bv55c4",0,600,700,650,"st2"
"(700,800]","bv55c4",0.45160998961297,700,800,750,"st2"
"(700,800]","bv55c4",0.45160998961297,700,800,750,"st2"
"(700,800]","bv55c4",0,700,800,750,"st2"
"(700,800]","bv55c4",0,700,800,750,"st2"
"(80,120]","bv55c4",0,80,120,100,"st2"
"(80,120]","bv55c4",0.71301247771836,80,120,100,"st2"
"(80,120]","bv55c4",0.71301247771836,80,120,100,"st2"
"(80,120]","bv55c4",0.71301247771836,80,120,100,"st2"
"(800,900]","bv55c4",0,800,900,850,"st2"
"(800,900]","bv55c4",0.45160998961297,800,900,850,"st2"
"(800,900]","bv55c4",0,800,900,850,"st2"
"(800,900]","bv55c4",0,800,900,850,"st2"
"(900,1e+03]","bv55c4",0,900,1000,950,"st2"
"(900,1e+03]","bv55c4",0.873705823249312,900,1000,950,"st2"
"(900,1e+03]","bv55c4",0,900,1000,950,"st2"
"(900,1e+03]","bv55c4",0,900,1000,950,"st2"
"(0,40]","bv55c6",0,0,40,20,"st3"
"(0,40]","bv55c6",0,0,40,20,"st3"
"(0,40]","bv55c6",0,0,40,20,"st3"
"(0,40]","bv55c6",0,0,40,20,"st3"
"(1.1e+03,1.2e+03]","bv55c6",0.848032564450475,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c6",0,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c6",0,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c6",0,1100,1200,1150,"st3"
"(1.2e+03,1.3e+03]","bv55c6",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c6",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c6",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c6",0,1200,1300,1250,"st3"
"(120,160]","bv55c6",0.607275156373353,120,160,140,"st3"
"(120,160]","bv55c6",0.607275156373353,120,160,140,"st3"
"(120,160]","bv55c6",0,120,160,140,"st3"
"(120,160]","bv55c6",0,120,160,140,"st3"
"(160,200]","bv55c6",0.593014291644429,160,200,180,"st3"
"(160,200]","bv55c6",0.593014291644429,160,200,180,"st3"
"(160,200]","bv55c6",0,160,200,180,"st3"
"(160,200]","bv55c6",0,160,200,180,"st3"
"(1e+03,1.1e+03]","bv55c6",0,1000,1100,1050,"st3"
"(1e+03,1.1e+03]","bv55c6",0,1000,1100,1050,"st3"
"(1e+03,1.1e+03]","bv55c6",0,1000,1100,1050,"st3"
"(1e+03,1.1e+03]","bv55c6",0,1000,1100,1050,"st3"
"(200,300]","bv55c6",1.27086333982886,200,300,250,"st3"
"(200,300]","bv55c6",0,200,300,250,"st3"
"(200,300]","bv55c6",0,200,300,250,"st3"
"(200,300]","bv55c6",0,200,300,250,"st3"
"(300,400]","bv55c6",0,300,400,350,"st3"
"(300,400]","bv55c6",0,300,400,350,"st3"
"(300,400]","bv55c6",0,300,400,350,"st3"
"(300,400]","bv55c6",0,300,400,350,"st3"
"(40,80]","bv55c6",1.49398670351834,40,80,60,"st3"
"(40,80]","bv55c6",0,40,80,60,"st3"
"(40,80]","bv55c6",0,40,80,60,"st3"
"(40,80]","bv55c6",0,40,80,60,"st3"
"(400,500]","bv55c6",0,400,500,450,"st3"
"(400,500]","bv55c6",0,400,500,450,"st3"
"(400,500]","bv55c6",0,400,500,450,"st3"
"(400,500]","bv55c6",0,400,500,450,"st3"
"(500,600]","bv55c6",0.436433465718151,500,600,550,"st3"
"(500,600]","bv55c6",0.872866931436302,500,600,550,"st3"
"(500,600]","bv55c6",0,500,600,550,"st3"
"(500,600]","bv55c6",0,500,600,550,"st3"
"(600,700]","bv55c6",0.450714382295939,600,700,650,"st3"
"(600,700]","bv55c6",1.35214314688782,600,700,650,"st3"
"(600,700]","bv55c6",0,600,700,650,"st3"
"(600,700]","bv55c6",0,600,700,650,"st3"
"(700,800]","bv55c6",0.434555883886668,700,800,750,"st3"
"(700,800]","bv55c6",0,700,800,750,"st3"
"(700,800]","bv55c6",0,700,800,750,"st3"
"(700,800]","bv55c6",0,700,800,750,"st3"
"(80,120]","bv55c6",1.44990575612585,80,120,100,"st3"
"(80,120]","bv55c6",1.44990575612585,80,120,100,"st3"
"(80,120]","bv55c6",0,80,120,100,"st3"
"(80,120]","bv55c6",0,80,120,100,"st3"
"(800,900]","bv55c6",0,800,900,850,"st3"
"(800,900]","bv55c6",0,800,900,850,"st3"
"(800,900]","bv55c6",0,800,900,850,"st3"
"(800,900]","bv55c6",0,800,900,850,"st3"
"(900,1e+03]","bv55c6",1.27860887354558,900,1000,950,"st3"
"(900,1e+03]","bv55c6",0,900,1000,950,"st3"
"(900,1e+03]","bv55c6",0,900,1000,950,"st3"
"(900,1e+03]","bv55c6",0,900,1000,950,"st3"
"(0,40]","bv55c7",1.28857676696089,0,40,20,"st3"
"(0,40]","bv55c7",3.22144191740223,0,40,20,"st3"
"(0,40]","bv55c7",0,0,40,20,"st3"
"(0,40]","bv55c7",0,0,40,20,"st3"
"(0,40]","bv55c7",0,0,40,20,"st3"
"(1.1e+03,1.2e+03]","bv55c7",0,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c7",0,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c7",0,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c7",0,1100,1200,1150,"st3"
"(1.1e+03,1.2e+03]","bv55c7",0,1100,1200,1150,"st3"
"(1.2e+03,1.3e+03]","bv55c7",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c7",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c7",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c7",0,1200,1300,1250,"st3"
"(1.2e+03,1.3e+03]","bv55c7",0,1200,1300,1250,"st3"
"(1.3e+03,1.4e+03]","bv55c7",0,1300,1400,1350,"st3"
"(1.3e+03,1.4e+03]","bv55c7",0,1300,1400,1350,"st3"
"(1.3e+03,1.4e+03]","bv55c7",0,1300,1400,1350,"st3"
"(1.3e+03,1.4e+03]","bv55c7",0,1300,1400,1350,"st3"
"(1.3e+03,1.4e+03]","bv55c7",0,1300,1400,1350,"st3"
"(1.4e+03,1.6e+03]","bv55c7",0.243332684446175,1400,1600,1500,"st3"
"(1.4e+03,1.6e+03]","bv55c7",0,1400,1600,1500,"st3"
"(1.4e+03,1.6e+03]","bv55c7",0,1400,1600,1500,"st3"
"(1.4e+03,1.6e+03]","bv55c7",0,1400,1600,1500,"st3"
"(1.4e+03,1.6e+03]","bv55c7",0,1400,1600,1500,"st3"
"(1.6e+03,1.8e+03]","bv55c7",0.698763189155195,1600,1800,1700,"st3"
"(1.6e+03,1.8e+03]","bv55c7",0,1600,1800,1700,"st3"
"(1.6e+03,1.8e+03]","bv55c7",0,1600,1800,1700,"st3"
